Categorie,Aliments,Mesure,Poids (g),Énergie (kcal),Énergie (kJ),Protéines (g),Glucides (g),Sucres totaux (g),Fibres alimentaires totales (g),Gras totaux (g),Gras saturés (g),Gras monoinsaturés (g),Gras polyinsaturés (g),DHA (g),EPA (g),Gras trans (g),Cholestérol (mg),Calcium (mg),Fer (mg),Sodium (mg),Potassium (mg),Magnésium (mg),Phosphore (mg),Thiamine (mg),Riboflavine (mg),Niacine (ÉN),Vitamine A (ÉAR),Bêta-carotène (mcg),Lycopène (mcg),Vitamine C (mg),Vitamine D (mcg),Vitamine E (mg),Folates (ÉFA),Vitamine B12 (mcg),Alcool (g),Caféine (mg)
Légumes et produits à base de légumes,"Cocktail de tomate et de palourdes",125mL,128,61,257,1,14,4,0.5,tr,,,,,,,10,0.2,462,114,6,14,9,163,3807,,10,6,0.04,,,
Boissons,"Vin de table blanc",125mL,125,85,354,tr,1,1,,0,0,0,,,,0,11,0.4,6,100,12,17,,,,0,12,0,,
Boissons,"Vin de table rouge",125mL,125,90,375,tr,2,1,,0,0,0,,,,0,10,0.5,6,140,16,17,,,,0,12,0,,
Divers,"Cornichons à l'aneth",1 moyen,65,12,49,tr,3,1,,,,tr,tr,0.1,0,6,0.3,833,75,7,14,,6,,0,1,,,,,
Divers,"Cornichons sucrés, tranches",4,28,33,137,tr,9,5,,,,tr,tr,tr,0,1,0.2,263,9,1,3,,3,,0,tr,,,,,
Divers,"Ketchup",15mL,15,15,64,tr,4,3,,,,tr,tr,tr,0,3,0.1,169,57,3,5,7,,,2586,2,,,,,
Divers,"Moutarde",15mL,16,11,44,1,1,tr,,,,1,tr,0.4,0.2,0,9,0.2,180,22,8,17,,1,,0,1,,,,,
Divers,"Olives, marinées, en conserve ou bouteille",4,16,23,97,tr,1,tr,,,,2,0.3,1.8,0.2,0,8,0.1,249,7,2,1,,3,,0,tr,,,,,
Divers,"Olives, mûres, en conserve, jumbo",2,16,13,54,tr,1,0,,,,1,0.1,0.8,0.1,0,15,0.5,144,1,1,tr,,3,,0,0,,,,,
Divers,"Relish sucrée",15mL,15,20,83,tr,5,2,,,,tr,tr,tr,0,tr,0.1,123,4,1,2,,1,,0,tr,,,,,
Divers,"Salsa",15mL,17,5,19,tr,1,1,,,,tr,tr,tr,0,5,0.1,100,50,3,5,3,,,1758,1,,,,,
Divers,"Sauce à bifteck (HPMC, A1MC)",15mL,15,9,39,tr,2,N/D,,,,tr,tr,tr,0,4,0.2,218,60,2,6,,7,N/D,1,,,,,
Divers,"Sauce aigre-douce",15mL,17,20,85,tr,4,3,,,,tr,0.1,0.1,0.2,0,3,0.1,59,11,1,2,,1,N/D,tr,,,,,
Divers,"Sauce barbecue",15mL,16,12,50,tr,2,4,,,,tr,tr,0.1,0.1,0,3,0.1,129,28,3,3,tr,,,68,1,,,,,
Divers,"Sauce soya",15mL,18,7,30,tr,1,tr,,,,tr,tr,tr,0,1,0.3,1038,28,1,17,,0,,0,2,,,,,
Divers,"Sauce teriyaki",15mL,18,15,64,1,3,2,,,,0,0,0,0,5,0.3,700,41,11,28,,0,,0,4,,,,,
Divers,"Simili éclats de bacon",15mL,7,34,141,2,2,0,,,,2,0.3,0.4,1.0,0,7,0.1,126,10,7,15,,0,,0,9,,,,,
Divers,"Trempette au fromage à la crème",30mL,30,108,451,2,1,tr,,,,11,5.8,3.0,1.6,28,23,0.3,176,39,2,28,,92,,0,4,,,,,
Divers,"Trempette à l'oignon",30mL,31,50,211,1,3,tr,,,,4,2.5,1.2,0.2,11,34,0.1,206,60,4,31,,33,,0,3,,,,,
Divers,"Trempette aux épinards",30mL,30,74,309,1,2,tr,,,,7,1.6,1.9,3.3,6,26,0.3,84,57,8,17,,75,tr,15,,,,,
Divers,"Sauce à la dinde, en conserve",60mL,61,31,130,2,3,tr,,,,1,0.4,0.6,0.3,1,2,0.4,353,67,1,18,,0,,0,1,,,,,
Divers,"Sauce au boeuf, déshydratée, préparée avec eau",60mL,65,20,85,1
